customerid,subscription_start_date,subscription_type,renewal_date,plan_type,contract_type,cancellation_date,cancellation_reason,monthly_charges,cltv,churn_score,churn_flag,customer_name,country,state,gender,dob,complaint_date,escalations,csat_score,complaint_count
0492-NGZLE,2022-03-03,Paid,2023-03-03,Basic,Monthly,2023-10-18,Switched to competitor,8.99,448,80,1,Upadhriti,India,Maharashtra,Female,1985-10-01,,,,0
0493-MOABZ,2023-03-09,Paid,2024-03-08,Basic,Annual,2024-01-13,Lack of features,29.99,2238,87,1,Chameli,India,Telangana,Female,1987-06-02,2026-01-28,Y,78.0,1
0494-OFZOS,2021-05-06,Paid,2022-05-06,Premium,Monthly,,,22.99,3184,16,0,Rajata,India,Assam,Female,1983-05-17,,,,0
0495-YCHOH,2023-10-10,Organic,2024-10-09,Basic,Annual,2024-01-12,No longer required,29.99,3673,90,1,Dalbir,India,Assam,Male,2006-01-08,,,,0
0496-XUERB,2021-06-06,Organic,2022-06-06,Premium,Annual,,,29.99,3778,23,0,Ikbal,India,West Bengal,Male,1972-12-05,2023-11-26,N,96.0,1
0497-KUMYL,2023-03-29,Referral,2024-03-28,Premium,Annual,,,22.99,2224,65,0,Pooja,India,Assam,Female,1980-09-24,,,,0
0498-AKKYF,2021-10-09,Organic,2022-10-09,Premium,Annual,,,29.99,2816,58,0,Qabil,India,Assam,Male,1967-03-03,2025-12-04,N,87.0,1
0499-VOGTE,2021-08-30,Organic,2022-08-30,Premium,Annual,,,22.99,3490,41,0,Krisha,India,Kerala,Female,1980-08-29,2025-01-28,N,21.0,1
0500-OCBLW,2025-06-02,Referral,2026-06-02,Premium,Annual,,,22.99,2622,17,0,Radha,India,Nagaland,Female,1998-02-02,,,,0
0501-SHLHC,2024-12-23,Referral,2025-12-23,Premium,Annual,,,22.99,3863,46,0,Kashvi,India,Kerala,Female,2006-05-09,,,,0
0502-XFAPO,2025-01-01,Organic,2026-01-01,Standard,Monthly,,,15.99,1793,67,0,Praneel,India,Tamil Nadu,Male,1987-01-02,2024-02-14,N,49.0,1
0503-SOTCV,2021-01-11,Paid,2022-01-11,Basic,Monthly,2021-09-22,Poor customer support,9.99,298,100,1,Pallavi,India,West Bengal,Female,1973-08-12,2025-06-24,Y,12.0,1
0504-PTXLL,2024-06-21,Paid,2025-06-21,Standard,Annual,,,13.99,827,5,0,Frado,India,Jharkhand,Male,2004-06-10,,,,0
0505-AZYBV,2022-04-16,Referral,2023-04-16,Standard,Annual,,,15.99,909,29,0,Ladli,India,West Bengal,Female,2001-02-15,,,,0
0506-EYUNX,2022-08-03,Organic,2023-08-03,Premium,Annual,,,29.99,2773,7,0,Megha,India,Madhya Pradesh,Female,1986-03-04,,,,0
0507-LAJCP,2023-01-13,Organic,2024-01-13,Premium,Annual,,,29.99,3506,7,0,Hemangini,India,Odisha,Female,1985-12-27,2025-05-13,N,86.0,1
0508-EBOLV,2022-03-09,Organic,2023-03-09,Basic,Monthly,,,8.99,357,29,0,Anmol,India,Bihar,Male,1981-10-12,,,,0
0509-XERDD,2022-09-28,Organic,2023-09-28,Premium,Annual,,,24.99,2604,23,0,Nikita,India,Madhya Pradesh,Female,1989-06-23,,,,0
0510-DKAHY,2024-07-22,Referral,2025-07-22,Basic,Annual,2026-01-01,Poor customer support,19.99,2565,76,1,Laksh,India,Delhi,Male,1999-11-10,,,,0
0511-CAPGJ,2024-10-20,Paid,2025-10-20,Standard,Annual,,,13.99,1029,20,0,Tanay,India,Madhya Pradesh,Male,2007-03-01,,,,0
0512-XBFLM,2022-03-31,Referral,2023-03-31,Basic,Monthly,,,8.99,202,39,0,Kai,India,Rajasthan,Male,2008-04-29,2026-06-16,N,72.0,1
0513-ZSGFT,2024-05-18,Paid,2025-05-18,Basic,Annual,2026-01-31,Too expensive,14.99,849,80,1,Madhavi,India,Gujarat,Female,1984-02-14,,,,0
0514-XWAUM,2021-03-15,Paid,2022-03-15,Premium,Annual,,,22.99,3503,28,0,Laksh,India,Rajasthan,Male,2003-05-20,2025-07-20,N,78.0,1
0515-WXHPR,2024-08-17,Organic,2025-08-17,Standard,Monthly,,,14.99,1438,61,0,Bhavna,India,Odisha,Female,2004-01-10,,,,0
0516-XQIZM,2025-01-20,Paid,2026-01-20,Premium,Annual,,,19.99,2269,32,0,Samar,India,Jharkhand,Male,1979-09-18,,,,0
0517-NZMTX,2020-07-31,Organic,2021-07-31,Premium,Annual,,,24.99,3362,37,0,Ranveer,India,Kerala,Male,1995-10-08,,,,0
0518-EJCEC,2022-11-11,Paid,2023-11-11,Basic,Annual,2023-08-25,Poor customer support,8.99,676,95,1,Faris,India,Gujarat,Male,1998-05-17,2025-06-15,Y,83.0,1
0519-EMQZM,2023-04-30,Organic,2024-04-29,Standard,Annual,,,12.99,1042,9,0,Udarsh,India,Punjab,Male,1992-03-04,2024-08-23,N,20.0,1
0520-AFFWE,2021-10-07,Paid,2022-10-07,Basic,Annual,,,7.99,584,56,0,Anay,India,West Bengal,Male,1972-06-18,2025-12-23,N,33.0,1
0521-PIJFS,2021-01-10,Referral,2022-01-10,Standard,Monthly,2021-06-04,Switched to competitor,12.99,1014,77,1,Jasmit,India,Delhi,Female,1981-12-23,,,,0
0522-ZAAFH,2022-09-02,Paid,2023-09-02,Premium,Annual,,,19.99,2732,52,0,Qarin,India,Haryana,Male,1983-05-11,2026-07-06,N,28.0,1
0523-ZJEHP,2022-11-09,Referral,2023-11-09,Standard,Annual,,,12.99,1497,9,0,Harita,India,Bihar,Female,1983-09-06,2024-07-28,N,36.0,1
0524-KNACH,2023-03-31,Referral,2024-03-30,Premium,Annual,,,19.99,2097,39,0,Maanav,India,Rajasthan,Male,1986-06-20,2026-03-13,N,56.0,1
0525-ORSBN,2021-07-31,Organic,2022-07-31,Basic,Monthly,2023-04-28,Switched to competitor,14.99,1596,80,1,Bhanumati,India,Telangana,Female,2005-02-13,2025-09-12,Y,42.0,1
0526-OJZME,2024-11-25,Paid,2025-11-25,Basic,Annual,,,9.99,452,48,0,Udant,India,Rajasthan,Male,1996-12-08,2025-11-24,Y,52.0,1
0527-XQXAQ,2025-03-23,Paid,2026-03-23,Premium,Monthly,,,19.99,2379,69,0,Prisha,India,Delhi,Female,2007-05-06,2026-04-18,N,77.0,1
0528-KPPXF,2022-09-14,Referral,2023-09-14,Standard,Monthly,,,12.99,1324,28,0,Yashvi,India,Madhya Pradesh,Female,2005-08-14,,,,0
0529-SZZKV,2024-09-23,Referral,2025-09-23,Standard,Monthly,,,13.99,1029,15,0,Pallavi,India,Gujarat,Female,1976-01-06,,,,0
0530-KDISC,2022-06-04,Paid,2023-06-04,Basic,Monthly,,,6.99,622,33,0,Vrishti,India,Punjab,Female,1967-02-26,,,,0
0531-FCAHM,2020-07-17,Referral,2021-07-17,Basic,Monthly,2020-12-25,Switched to competitor,9.99,488,84,1,Aditya,India,Nagaland,Male,1980-11-14,,,,0
0532-BMQJA,2022-06-04,Paid,2023-06-04,Premium,Monthly,2024-04-04,Poor customer support,9.99,486,93,1,Nakul,India,Bihar,Male,1996-10-16,2026-03-25,Y,26.0,1
0533-PKCVL,2022-05-15,Paid,2023-05-15,Premium,Monthly,,,29.99,2490,56,0,Urishilla,India,Assam,Female,1988-12-07,2025-03-14,N,22.0,1
0534-OKNGI,2023-08-05,Paid,2024-08-04,Basic,Monthly,2024-11-04,Poor customer support,8.99,287,89,1,Qasim,India,Assam,Male,2005-01-06,,,,0
0535-OFISQ,2024-01-13,Paid,2025-01-12,Standard,Annual,,,12.99,1059,18,0,Kashvi,India,Odisha,Female,1981-07-14,2026-01-27,N,76.0,1
0536-QYEGK,2023-03-01,Referral,2024-02-29,Premium,Annual,,,22.99,2878,3,0,Anamika,India,Rajasthan,Female,1986-11-09,2025-03-24,N,54.0,1
0537-TENBA,2021-03-14,Paid,2022-03-14,Premium,Annual,2022-12-20,No longer required,19.99,3459,83,1,Fariq,India,Kerala,Male,1973-10-19,,,,0
0538-HHCUP,2024-05-27,Organic,2025-05-27,Standard,Monthly,,,13.99,1449,38,0,Isaac,India,Gujarat,Male,2007-10-15,,,,0
0539-MYKYI,2022-03-04,Paid,2023-03-04,Basic,Monthly,2022-11-18,No longer required,6.99,556,100,1,Vanya,India,Bihar,Female,1994-08-09,2026-04-01,Y,81.0,1
0540-FTBRE,2025-01-02,Referral,2026-01-02,Basic,Monthly,,,7.99,333,19,0,Tanay,India,Nagaland,Male,1974-07-04,2025-06-17,N,80.0,1
0541-YCXAV,2023-01-06,Organic,2024-01-06,Premium,Monthly,,,29.99,3269,34,0,Saksham,India,Maharashtra,Male,1979-12-27,,,,0
0542-FUVBJ,2020-09-29,Organic,2021-09-29,Standard,Annual,,,12.99,1123,59,0,Sanaya,India,Assam,Female,1977-11-26,,,,0
0543-LMYZY,2024-10-06,Organic,2025-10-06,Premium,Monthly,,,19.99,3127,36,0,Tejas,India,Odisha,Male,1997-12-06,2025-11-29,N,11.0,1
0544-GQGQR,2023-09-04,Paid,2024-09-03,Premium,Annual,,,24.99,2512,10,0,Pushti,India,Punjab,Female,1974-03-16,2026-03-17,N,46.0,1
0545-JSASV,2021-04-21,Paid,2022-04-21,Standard,Annual,,,15.99,1156,63,0,Finn,India,Gujarat,Male,1997-06-06,,,,0
0546-YNNZZ,2021-12-19,Paid,2022-12-19,Premium,Annual,,,19.99,3855,66,0,Eesha,India,Haryana,Female,1973-01-20,,,,0
0547-OJQBY,2023-05-14,Paid,2024-05-13,Standard,Monthly,,,13.99,1007,16,0,Ansh,India,Assam,Male,1995-06-27,2023-12-11,N,25.0,1
0548-UFFTX,2021-04-15,Referral,2022-04-15,Standard,Annual,,,15.99,1376,27,0,Lavanya,India,Rajasthan,Female,1972-10-30,2024-01-29,N,17.0,1
0549-FWJCC,2023-09-23,Paid,2024-09-22,Standard,Monthly,,,15.99,745,18,0,Teerth,India,West Bengal,Male,1994-12-11,2024-09-25,N,10.0,1
0550-APXVX,2023-09-15,Paid,2024-09-14,Standard,Monthly,2025-07-13,Too expensive,12.99,1000,87,1,Nakul,India,Delhi,Male,1998-01-31,2024-08-23,Y,82.0,1
0551-CGOSX,2024-10-01,Referral,2025-10-01,Premium,Annual,,,24.99,2151,62,0,Devika,India,Assam,Female,1989-09-21,,,,0
0552-QYXZS,2024-10-02,Organic,2025-10-02,Standard,Monthly,2026-06-07,Poor customer support,9.99,296,96,1,Tarak,India,Nagaland,Male,2007-07-29,2026-02-13,Y,72.0,1
0553-SRMJC,2020-10-09,Paid,2021-10-09,Standard,Monthly,2021-04-28,Too expensive,8.99,614,79,1,Vihaan,India,Madhya Pradesh,Male,1991-05-03,2024-02-27,Y,24.0,1
0554-VTFTB,2023-06-08,Paid,2024-06-07,Basic,Monthly,,,9.99,303,5,0,Gabriel,India,Telangana,Male,1995-01-26,,,,0
0555-PSMHD,2022-01-02,Paid,2023-01-02,Premium,Annual,,,19.99,2181,1,0,Jack,India,Haryana,Male,2002-03-10,2024-03-29,N,14.0,1
0556-HOLHL,2023-01-30,Organic,2024-01-30,Premium,Annual,,,29.99,3938,55,0,Jairaj,India,Uttar Pradesh,Male,1966-12-26,2024-11-16,N,74.0,1
0557-OQJJE,2020-11-18,Organic,2021-11-18,Basic,Monthly,,,9.99,540,13,0,Upadhriti,India,Bihar,Female,1999-02-22,2025-07-13,N,75.0,1
0558-OLNMK,2020-11-11,Organic,2021-11-11,Standard,Annual,2022-08-19,Lack of features,14.99,1677,94,1,Jai,India,Tamil Nadu,Male,1980-07-24,2025-06-19,Y,16.0,1
0559-FUPIP,2023-09-04,Paid,2024-09-03,Basic,Monthly,2024-06-30,Poor customer support,6.99,157,95,1,Rohan,India,Maharashtra,Male,1993-06-13,2026-03-06,Y,20.0,1
0560-LRRPA,2024-05-26,Referral,2025-05-26,Standard,Monthly,,,12.99,1016,69,0,Pratyush,India,Rajasthan,Male,1974-12-19,,,,0
0561-MSRPL,2023-12-21,Paid,2024-12-20,Standard,Annual,2025-10-11,Lack of features,14.99,1264,92,1,Ayush,India,Jharkhand,Male,1995-06-03,2025-04-17,Y,66.0,1
0562-TEYNJ,2021-10-12,Referral,2022-10-12,Basic,Annual,,,9.99,409,51,0,Tejas,India,Karnataka,Male,1989-06-18,,,,0
0563-SKFHS,2021-10-07,Referral,2022-10-07,Premium,Annual,,,19.99,2741,28,0,Nitara,India,Kerala,Female,1975-11-16,2024-07-20,N,79.0,1
0564-IJDJG,2023-12-03,Organic,2024-12-02,Basic,Monthly,2024-07-28,Lack of features,14.99,806,77,1,Patrick,India,West Bengal,Male,1971-11-22,,,,0
0565-PTIZV,2025-03-23,Paid,2026-03-23,Standard,Monthly,2026-07-19,Lack of features,29.99,2161,76,1,Eshana,India,Tamil Nadu,Female,1997-10-20,2025-02-08,Y,80.0,1
0566-BBPIM,2024-09-18,Organic,2025-09-18,Standard,Annual,,,14.99,817,57,0,Mitesh,India,Rajasthan,Male,1982-06-20,2023-07-16,N,27.0,1
0567-SFNAI,2022-06-24,Referral,2023-06-24,Basic,Monthly,2023-03-14,Too expensive,8.99,349,82,1,Amol,India,Karnataka,Male,1993-02-15,,,,0
0568-YAFCP,2021-04-30,Paid,2022-04-30,Standard,Monthly,,,12.99,1022,51,0,Hardik,India,Haryana,Male,2006-11-13,,,,0
0569-YDIWG,2024-08-23,Referral,2025-08-23,Standard,Monthly,,,13.99,1760,37,0,Oni,India,Odisha,Female,1976-08-23,,,,0
0570-KQNCM,2022-01-22,Paid,2023-01-22,Premium,Annual,,,24.99,3223,25,0,Karan,India,Assam,Male,1974-06-12,,,,0
0571-EANVJ,2022-03-24,Paid,2023-03-24,Standard,Monthly,2023-11-19,Poor customer support,15.99,709,77,1,Ayushman,India,Punjab,Male,1989-05-18,,,,0
0572-CDTYV,2021-04-05,Organic,2022-04-05,Basic,Annual,,,6.99,675,33,0,Maanav,India,Haryana,Male,1977-12-10,2025-07-30,N,87.0,1
0573-IYODJ,2023-11-02,Organic,2024-11-01,Standard,Annual,,,15.99,1690,59,0,Daksh,India,Madhya Pradesh,Male,1994-09-09,,,,0
0574-RKOOW,2025-06-08,Paid,2026-06-08,Standard,Monthly,,,12.99,1687,29,0,Simon,India,Karnataka,Male,1979-04-27,,,,0
0575-XRGCN,2022-12-28,Paid,2023-12-28,Standard,Monthly,,,13.99,1346,34,0,Pranit,India,Punjab,Male,1976-04-01,2026-07-06,N,90.0,1
0576-SPVYA,2023-02-07,Organic,2024-02-07,Premium,Monthly,2024-09-06,Poor customer support,6.99,558,80,1,Gaurav,India,Assam,Male,1999-09-15,2026-03-31,Y,79.0,1
0577-IOCPY,2024-11-27,Referral,2025-11-27,Standard,Annual,,,14.99,1074,64,0,Manthan,India,Kerala,Male,1990-04-26,2023-11-15,N,90.0,1
0578-RICEJ,2022-10-29,Paid,2023-10-29,Premium,Annual,,,22.99,2791,32,0,Kashish,India,Gujarat,Female,1979-12-28,,,,0
0579-LZWLT,2021-03-28,Paid,2022-03-28,Basic,Annual,2022-11-12,No longer required,24.99,2438,96,1,Lakshit,India,Assam,Male,2004-11-10,,,,0
0580-KBKAD,2020-11-07,Paid,2021-11-07,Basic,Monthly,,,6.99,643,36,0,Neha,India,Haryana,Female,1998-11-20,,,,0
0581-VQQAA,2023-10-15,Referral,2024-10-14,Premium,Monthly,2025-03-21,Lack of features,14.99,1514,100,1,Tamanna,India,Rajasthan,Female,1969-01-20,,,,0
0582-NNHNI,2024-03-29,Organic,2025-03-29,Premium,Annual,,,19.99,3858,59,0,Imaran,India,Jharkhand,Male,1976-06-10,2025-02-10,N,72.0,1
0583-TEZAC,2024-05-10,Paid,2025-05-10,Premium,Annual,,,29.99,3092,13,0,Ekapad,India,Gujarat,Male,2006-07-31,2023-11-09,Y,76.0,1
0584-BXMCP,2024-12-14,Paid,2025-12-14,Standard,Monthly,2026-02-28,Poor customer support,8.99,341,94,1,Chasmum,India,West Bengal,Female,1969-08-19,2025-12-07,Y,63.0,1
0585-VPAIK,2023-04-12,Organic,2024-04-11,Premium,Monthly,2024-04-22,Lack of features,9.99,365,87,1,Manthan,India,Rajasthan,Male,2005-01-23,2023-09-05,Y,14.0,1
0586-UNRIK,2025-03-27,Referral,2026-03-27,Basic,Annual,,,7.99,384,56,0,Mahika,India,Delhi,Female,1985-04-01,,,,0
0587-UMJGT,2024-03-28,Referral,2025-03-28,Premium,Annual,,,22.99,2397,2,0,Janaki,India,Odisha,Female,1970-10-16,2026-02-10,N,63.0,1
0588-NLTKR,2023-02-27,Organic,2024-02-27,Basic,Annual,2024-04-15,Lack of features,9.99,287,98,1,Bhavika,India,Bihar,Female,1979-11-14,,,,0
0589-WFUXX,2022-10-09,Paid,2023-10-09,Basic,Monthly,2024-05-08,Too expensive,6.99,557,83,1,Dakshesh,India,Assam,Male,2006-12-25,,,,0
0590-OFQTK,2020-12-23,Referral,2021-12-23,Standard,Monthly,,,14.99,1232,33,0,Kabir,India,Telangana,Male,1993-01-30,2023-08-03,N,45.0,1
0591-YUQLY,2021-09-01,Referral,2022-09-01,Basic,Monthly,,,9.99,274,69,0,Samesh,India,Odisha,Male,1992-03-28,2024-12-10,N,47.0,1
0592-LZZVD,2020-10-07,Referral,2021-10-07,Basic,Monthly,,,8.99,513,58,0,Bhavani,India,Tamil Nadu,Female,1991-10-23,,,,0
0593-CXOBW,2023-10-23,Organic,2024-10-22,Premium,Annual,,,29.99,2973,44,0,Aarnav,India,Odisha,Male,1966-10-19,,,,0
0594-YTADG,2023-05-29,Paid,2024-05-28,Standard,Monthly,,,15.99,846,38,0,Lopa,India,Tamil Nadu,Female,1976-06-22,,,,0
0595-PANBA,2021-06-09,Organic,2022-06-09,Premium,Annual,,,29.99,2911,67,0,Ishita,India,Delhi,Female,1989-03-05,2025-07-13,N,87.0,1
0596-WPPEV,2024-11-28,Paid,2025-11-28,Premium,Monthly,,,29.99,2485,33,0,Utkarsh,India,Karnataka,Male,1980-04-13,,,,0
0597-JHLUO,2021-08-16,Paid,2022-08-16,Standard,Monthly,2023-05-29,Too expensive,19.99,2662,90,1,Nirja,India,Madhya Pradesh,Female,1987-03-10,,,,0
0598-WGWVS,2021-06-29,Paid,2022-06-29,Premium,Monthly,2021-12-22,Lack of features,9.99,686,79,1,Shivani,India,Madhya Pradesh,Female,2003-05-10,2025-07-11,Y,10.0,1
0599-XIUEO,2023-05-11,Paid,2024-05-10,Basic,Monthly,2023-09-07,Too expensive,7.99,440,80,1,Liam,India,Maharashtra,Male,1992-10-16,,,,0
0600-XGGAR,2023-11-13,Organic,2024-11-12,Standard,Monthly,,,14.99,1675,57,0,Gaurangi,India,Kerala,Female,1988-10-10,,,,0
0601-KQVXS,2021-05-25,Referral,2022-05-25,Basic,Monthly,2023-02-20,Poor customer support,7.99,617,91,1,Diya,India,Bihar,Female,1988-02-12,,,,0
0602-VEBKC,2023-01-21,Paid,2024-01-21,Premium,Annual,,,29.99,2730,34,0,Tanish,India,Kerala,Male,2005-10-29,,,,0
0603-CIREJ,2021-02-21,Organic,2022-02-21,Premium,Monthly,2022-09-14,No longer required,6.99,150,84,1,Ayushman,India,Nagaland,Male,1981-06-01,2023-09-02,Y,40.0,1
0604-WUXQA,2020-10-29,Organic,2021-10-29,Basic,Monthly,,,9.99,638,30,0,Charles,India,Kerala,Male,2008-03-11,,,,0
0605-EUSUZ,2021-06-14,Referral,2022-06-14,Premium,Annual,,,24.99,2572,21,0,Chavvi,India,Uttar Pradesh,Female,1983-09-25,,,,0
0606-UCNAZ,2021-05-24,Paid,2022-05-24,Premium,Annual,,,29.99,3349,67,0,Ishani,India,Madhya Pradesh,Female,2003-08-12,,,,0
0607-FLKVM,2021-12-30,Referral,2022-12-30,Premium,Annual,,,24.99,2966,25,0,Manan,India,Punjab,Male,1982-12-11,,,,0
0608-PXTPP,2021-01-11,Referral,2022-01-11,Premium,Annual,,,22.99,2359,35,0,Yashica,India,Bihar,Female,1999-05-15,2025-08-28,N,46.0,1
0609-NVIWC,2020-07-15,Paid,2021-07-15,Premium,Annual,,,29.99,2569,3,0,Varsha,India,Maharashtra,Female,1991-03-12,,,,0
0610-GNLXK,2023-10-20,Referral,2024-10-19,Basic,Monthly,,,6.99,438,30,0,Yachana,India,Odisha,Female,1974-03-20,2025-06-10,N,15.0,1
0611-ZXCRW,2024-08-09,Paid,2025-08-09,Basic,Monthly,,,6.99,655,64,0,Suhani,India,Jharkhand,Female,1999-03-16,2024-02-20,N,31.0,1
0612-KTCFT,2023-09-09,Organic,2024-09-08,Premium,Annual,,,29.99,1929,8,0,Vanya,India,Gujarat,Female,2004-03-22,,,,0
0613-WBWNC,2022-04-04,Paid,2023-04-04,Basic,Monthly,,,9.99,223,33,0,Hiral,India,Madhya Pradesh,Female,1988-01-09,,,,0
0614-ZBPYH,2022-11-20,Referral,2023-11-20,Premium,Annual,,,19.99,2299,57,0,Zilmil,India,Punjab,Female,1981-11-16,,,,0
0615-KTCXE,2024-02-01,Organic,2025-01-31,Basic,Monthly,2025-08-28,Lack of features,6.99,353,81,1,Wakeeta,India,Punjab,Female,1997-08-29,,,,0
0616-KSJJZ,2025-02-22,Referral,2026-02-22,Standard,Monthly,,,14.99,1361,67,0,Mekhala,India,Uttar Pradesh,Female,1986-11-26,,,,0
0617-QMRKX,2021-04-16,Organic,2022-04-16,Basic,Monthly,,,9.99,455,28,0,Shivansh,India,West Bengal,Male,2004-07-15,,,,0
0618-OFIIL,2021-01-09,Paid,2022-01-09,Premium,Annual,,,22.99,3578,16,0,Hemang,India,Assam,Male,1993-03-28,2023-09-10,N,70.0,1
0619-FZYLN,2023-06-30,Referral,2024-06-29,Standard,Annual,,,13.99,718,20,0,Faris,India,Karnataka,Male,1996-03-28,2026-01-23,N,46.0,1
0620-WTHRW,2025-05-17,Paid,2026-05-17,Standard,Monthly,,,12.99,1209,8,0,Gaurang,India,Haryana,Male,2003-01-26,,,,0
0621-GKJFH,2021-06-25,Paid,2022-06-25,Basic,Monthly,2022-09-13,Lack of features,7.99,699,92,1,Vivaan,India,Assam,Male,1998-04-24,,,,0
0622-EMTCZ,2025-06-08,Paid,2026-06-08,Premium,Annual,,,19.99,3347,63,0,Nirja,India,Kerala,Female,1992-11-12,,,,0
0623-OEFDB,2024-03-06,Paid,2025-03-06,Premium,Monthly,,,24.99,3807,60,0,Faris,India,Kerala,Male,1969-12-03,2026-07-05,N,15.0,1
0624-ALWKJ,2021-02-01,Paid,2022-02-01,Basic,Monthly,,,7.99,220,47,0,Ekbal,India,Kerala,Male,2000-05-10,2025-08-19,N,13.0,1
0625-UHPFQ,2024-08-12,Referral,2025-08-12,Standard,Annual,,,15.99,1079,31,0,Krisha,India,West Bengal,Female,1996-01-11,,,,0
0626-YIDYK,2020-09-25,Referral,2021-09-25,Basic,Monthly,,,6.99,546,20,0,Alexander,India,Telangana,Male,1978-03-01,,,,0
0627-SISLC,2021-01-17,Paid,2022-01-17,Standard,Annual,,,14.99,1539,9,0,Watika,India,Madhya Pradesh,Female,2000-01-22,,,,0
0628-KXDEQ,2023-10-13,Paid,2024-10-12,Standard,Annual,2024-02-12,No longer required,7.99,332,78,1,Amrita,India,Maharashtra,Female,1976-03-05,,,,0
0629-WBXBX,2024-08-13,Referral,2025-08-13,Standard,Annual,,,15.99,1703,47,0,Pranav,India,Uttar Pradesh,Male,1972-10-13,,,,0
0630-SIFEE,2024-08-26,Paid,2025-08-26,Basic,Annual,2026-03-18,Too expensive,6.99,163,77,1,Yashvi,India,Gujarat,Female,2007-08-11,2024-02-02,Y,34.0,1
0631-WIYZN,2024-07-30,Paid,2025-07-30,Standard,Annual,,,15.99,1455,68,0,Fiyaz,India,Gujarat,Male,1980-05-11,,,,0
0632-SDXSY,2025-06-27,Paid,2026-06-27,Basic,Monthly,2026-05-19,No longer required,6.99,461,78,1,Upadhriti,India,Punjab,Female,1970-01-06,,,,0
0633-FCDYW,2020-07-25,Referral,2021-07-25,Standard,Annual,,,13.99,1777,54,0,Ojas,India,Maharashtra,Male,1982-08-26,2024-04-22,N,76.0,1
0634-TXFAL,2020-11-03,Paid,2021-11-03,Basic,Annual,2021-08-04,No longer required,24.99,3678,100,1,Harsh,India,Madhya Pradesh,Male,2003-09-19,2025-06-08,Y,50.0,1
0635-IIDCP,2024-03-23,Referral,2025-03-23,Standard,Annual,,,14.99,1023,41,0,Gaurang,India,Tamil Nadu,Male,2001-11-05,2025-05-09,N,79.0,1
0636-HWDYM,2020-11-08,Referral,2021-11-08,Standard,Monthly,,,14.99,1461,42,0,Chakradev,India,Odisha,Male,1992-09-07,,,,0
0637-EBPHX,2023-02-22,Organic,2024-02-22,Standard,Annual,,,13.99,1468,58,0,Theodore,India,Tamil Nadu,Male,1983-09-16,2026-02-02,N,58.0,1
0638-ASLDQ,2025-01-10,Organic,2026-01-10,Standard,Annual,,,15.99,700,67,0,Michael,India,Madhya Pradesh,Male,1983-03-11,,,,0
0639-SAQDC,2023-10-10,Paid,2024-10-09,Basic,Monthly,,,8.99,156,3,0,Samaksh,India,Madhya Pradesh,Male,1971-07-01,,,,0
0640-RHQQW,2023-03-16,Organic,2024-03-15,Premium,Annual,,,24.99,3894,5,0,Yauvani,India,Gujarat,Female,1985-01-17,2026-06-06,N,51.0,1
0641-NQCJO,2025-04-19,Organic,2026-04-19,Standard,Monthly,,,13.99,983,33,0,Faqid,India,Assam,Male,1983-05-01,,,,0
0642-ZHKHV,2023-12-13,Paid,2024-12-12,Basic,Annual,2025-07-19,Switched to competitor,19.99,3437,85,1,Caleb,India,Bihar,Male,1967-09-05,,,,0
0643-BXMZW,2023-03-26,Organic,2024-03-25,Standard,Monthly,,,12.99,1315,8,0,Mohini,India,Gujarat,Female,1971-07-24,,,,0
0644-IYDPM,2023-04-13,Paid,2024-04-12,Premium,Annual,,,24.99,3225,16,0,Gagan,India,Delhi,Male,1973-06-23,,,,0
0645-HCAAH,2024-12-16,Referral,2025-12-16,Standard,Annual,2025-04-27,Poor customer support,22.99,1846,91,1,Upkaar,India,Kerala,Male,1990-06-13,,,,0
0646-TCOCE,2024-04-13,Paid,2025-04-13,Basic,Annual,2025-08-18,Lack of features,13.99,1369,98,1,Pratyush,India,Jharkhand,Male,1969-07-16,2025-09-03,Y,64.0,1
0647-VTVGX,2021-03-30,Organic,2022-03-30,Premium,Annual,,,19.99,2709,44,0,Balveer,India,Maharashtra,Male,2008-06-25,,,,0
0648-MEIQP,2023-05-06,Paid,2024-05-05,Premium,Monthly,2023-12-15,Switched to competitor,6.99,558,97,1,Advaith,India,Telangana,Male,1981-07-12,,,,0
0649-NOVHN,2022-06-02,Referral,2023-06-02,Standard,Monthly,,,13.99,1699,68,0,Meera,India,Maharashtra,Female,1981-02-22,,,,0
0650-CGQZQ,2022-12-03,Paid,2023-12-03,Basic,Monthly,,,6.99,422,12,0,Bina,India,Odisha,Female,1995-12-10,,,,0
0651-MNGPP,2021-12-18,Paid,2022-12-18,Premium,Monthly,2022-04-11,Poor customer support,9.99,583,95,1,Isaiah,India,Haryana,Male,1990-02-09,2025-07-13,Y,75.0,1
0652-CFLNP,2023-01-29,Paid,2024-01-29,Basic,Monthly,,,8.99,602,30,0,Upma,India,Gujarat,Female,1976-09-11,2025-04-20,N,54.0,1
0653-AJCTO,2023-07-15,Organic,2024-07-14,Standard,Monthly,2024-06-17,No longer required,8.99,309,76,1,Eiravati,India,West Bengal,Female,1967-12-05,,,,0
0654-EVSYN,2021-06-03,Organic,2022-06-03,Premium,Annual,,,24.99,1856,61,0,Reyansh,India,Rajasthan,Male,1974-02-18,,,,0
0655-VLWBB,2023-11-28,Referral,2024-11-27,Basic,Monthly,,,7.99,700,62,0,Aarna,India,Maharashtra,Female,1967-06-03,2024-12-24,N,17.0,1
